ac	name	clade	eco	host	ref
EPI280240	environment_Guizhou_7_2009	234	UN	E	-
EPI280248	environment_Guizhou_9_2009	234	UN	E	-
EPI280256	water_Xinjiang_3_2009	234	UN	E	-
EPI280264	environment_Xinjiang_6_2009	234	UN	E	-
EPI280272	water_Hunan_3_2009	234	UN	E	-
EPI280280	water_Hunan_7_2009	232	UN	E	-
EPI347304	Guangdong_Shenzhen_1_2011	232	D	M	-
EPI352222	Guizhou_1_2012	234	D	M	-
EPI375432	Hong_Kong_5923_2012	232	D	M	-
EPI420386	Guizhou_1_2013	234	D	M	-
EPI420391	Guizhou_2_2013	234	D	M	-
EPI431448	duck_Hebei_2_2011	234	D	A	-
EPI431456	duck_Hebei_3_2011	234	D	A	-
EPI454493	environment_Hangzhou_109_2_2013	232	D	E	24403589
EPI507673	mallard_duck_Shanghai_SH_9_2013	234	W	A	GISAID
EPI530054	duck_Jiangxi_95_2014	234	D	A	-
EPI530063	environment_Shenzhen_25_24_2013	234	UN	E	-
EPI533583	Sichuan_26221_2014	234	D	M	-
EPI543002	duck_Beijing_FS01_2014	234	D	A	-
EPI543010	duck_Beijing_CT01_2014	234	D	A	-
EPI553219	Chicken_Shandong_J01_2009	232	D	A	-
EPI553223	Chicken_Shandong_J02_2009	7	D	A	-
EPI553276	Chicken_Shandong_J03_2009	7	D	A	-
EPI553284	Chicken_Shandong_J04_2009	7	D	A	-
EPI553292	Chicken_Shandong_J05_2009	7	D	A	-
EPI553300	Chicken_Shandong_J06_2009	232	D	A	-
EPI553308	Duck_Shandong_Y01_2009	232	D	A	-
EPI553316	Duck_Shandong_Y02_2009	232	D	A	-
EPI556865	Environment_Xuzhou_yj010_2014	234	UN	E	-
EPI556920	Environment_Zhenjiang_zj32_2014	232	UN	E	-
EPI557076	Environment_Zhenjiang_zj35_2014	234	UN	E	-
EPI557108	Chicken_Changzhou_cz93_2014	234	D	A	-
EPI557124	Environment_Huaian_ha118_2014	234	UN	E	-
EPI559727	whooper_swan_Henan_SMX1_2015	232	W	A	GISAID
EPI559770	whooper_swan_Henan_SMX3_2015	232	W	A	GISAID
EPI559789	whooper_swan_Henan_SMX4_2015	232	W	A	GISAID
EPI559910	whooper_swan_Henan_SMX9_2015	232	W	A	GISAID
EPI560152	pochard_Henan_SMX1_2015	232	W	A	GISAID
EPI560202	enviroment_Henan_SMX1_2015	232	W	E	26259704
EPI580408	feline_Guangdong_1_2014	234	D	M	-
EPI580422	feline_Guangdong_2_2014	234	D	M	-
EPI587534	Environment_Yunnan_DQ5_2015	234	D	E	26911643
EPI587542	Environment_Yunnan_DQ8_2015	234	D	E	26911643
EPI587550	Environment_Yunnan_DQ9_2015	234	D	E	26911643
EPI587558	Environment_Yunnan_DQ16_2015	234	D	E	26911643
EPI587574	Environment_Yunnan_DQ53_2015	234	D	E	26911643
EPI587621	Yunnan_14563_2015	234	D	M	-
EPI587629	Yunnan_14564_2015	234	D	M	-
EPI592914	environment_Chongqing_02412_2012	232	D	E	28003485
EPI593013	environment_Guizhou_00320_2013	7	D	E	28003485
EPI593036	Environment_Jiangxi_20983_2013	234	D	E	28003485
EPI593040	Environment_Jiangxi_23094_2013	234	D	E	28003485
EPI594523	environment_Hubei_950_2013	7	UN	E	-
EPI643147	Environment_Guangdong_GZ55_2013	234	UN	E	-
EPI645959	environment_Jiangsu_WX1761_2014	7	D	E	27186580
EPI645967	duck_Jiangsu_WX156_2013	234	D	A	-
EPI645974	environment_Jiangsu_WX175_2013	234	D	E	27186580
EPI645982	chicken_Jiangsu_WXS7393_2014	234	D	A	-
EPI646024	chicken_Jiangsu_WXBING2_2014	234	D	A	-
EPI646105	goose_Jiangsu_WX202_2014	234	D	A	-
EPI656522	chicken_Jiangxi_04_01_NCDZT0010_O_2015	232	D	A	-
EPI656530	environment_Jilin_04_25_NA001_2015	232	D	E	27916476
EPI656538	duck_Hunan_12_17_YYFQH012_O_2014	234	D	A	-
EPI656562	goose_Jilin_04_04_SY003_O_2015	234	D	A	-
EPI656570	chicken_Jiangxi_04_01_NCJD131_1_O_2015	234	D	A	-
EPI656594	chicken_Hunan_12_07_YYGK114_P_2013	234	D	A	-
EPI656602	chicken_Hunan_12_28_YYGK034_P_2013	234	D	A	-
EPI656618	duck_Hunan_12_07_YYGK100_P_2013	232	D	A	-
EPI656626	duck_Hunan_12_07_YYGK108_P_2013	234	D	A	-
EPI656634	duck_Hunan_12_07_YYGK110_P_2013	234	D	A	-
EPI656642	duck_Hunan_12_07_YYGK111_P_2013	234	D	A	-
EPI656650	duck_Hunan_12_07_YYGK112_P_2013	234	D	A	-
EPI656658	duck_Hunan_12_07_YYGK113_P_2013	234	D	A	-
EPI656666	duck_Hunan_12_07_YYGK118_P_2013	234	D	A	-
EPI656674	duck_Hunan_12_07_YYGK032_P_2013	234	D	A	-
EPI656682	duck_Hunan_12_07_YYGK0043_P_2013	234	D	A	-
EPI656690	duck_Hunan_12_07_YYGK68_P_2013	234	D	A	-
EPI656698	duck_Hunan_12_07_YYGK007_P_2013	232	D	A	-
EPI656714	duck_Hunan_12_07_YYGK97_P_2013	232	D	A	-
EPI656722	duck_Hunan_12_07_YGK098_P_2013	234	D	A	-
EPI656746	duck_Hunan_02_27_YYGK278_P_2014	7	D	A	-
EPI656754	chicken_Hunan_02_26_YYGKJ281_P_2014	234	D	A	-
EPI656762	chicken_Hunan_02_26_YYGKJ295_P_2014	234	D	A	-
EPI656770	duck_Hunan_01_16_YYFQH185_P_2014	234	D	A	-
EPI656778	duck_Hunan_01_16_YYGK0204_P_2014	234	D	A	-
EPI656786	duck_Hunan_01_16_YYGK218_P_2014	234	D	A	-
EPI656794	duck_Hunan_01_16_YYGK221_P_2014	7	D	A	-
EPI656818	duck_Hunan_02_26_YYGK249_P_2014	234	D	A	-
EPI656834	duck_Hunan_02_26_YYGK250_P_2014	234	D	A	-
EPI656842	duck_Hunan_02_26_YYGK251_P_2014	234	D	A	-
EPI656850	duck_Hunan_02_26_YYGK254_P_2014	234	D	A	-
EPI656858	duck_Hunan_02_26_YYGK0255_P_2014	234	D	A	-
EPI656866	duck_Hunan_02_26_YYGK263_P_2014	234	D	A	-
EPI656874	duck_Hunan_02_26_YYGK265_P_2014	234	D	A	-
EPI656882	duck_Hunan_02_26_YYGK266_P_2014	234	D	A	-
EPI656890	environment_Jiangxi_02_10_NCDZT023_2015	234	D	E	27916476
EPI656898	Pigeon_Jiangxi_02_10_NCDZT0017_P_2015	234	D	A	27916476
EPI656906	environment_Jiangxi_02_10_NCDZT009_2015	234	D	E	27916476
EPI656914	duck_Hunan_02_26_YYGK267_P_2014	234	D	A	-
EPI656922	duck_Hunan_02_26_YYGK271_P_2014	234	D	A	-
EPI656930	duck_Hunan_02_26_YYGK275_2014	234	D	A	-
EPI656938	duck_Hunan_02_26_YYGK276_P_2014	234	D	A	-
EPI656946	duck_Hunan_02_16_YYGK281_P_2014	234	D	A	-
EPI656954	duck_Hunan_02_26_YYGK283_P_2014	234	D	A	-
EPI656962	duck_Hunan_02_26_YYGK286_P_2014	234	D	A	-
EPI656970	duck_Hunan_02_26_YYGK289_P_2014	234	D	A	-
EPI656978	duck_Hunan_02_26_YYFQH290_P_2014	234	D	A	-
EPI656986	duck_Hunan_02_26_YYFQHY291_P_2014	234	D	A	-
EPI656994	duck_Hunan_02_26_YYFQH293_P_2014	234	D	A	-
EPI657002	duck_Hunan_02_26_YYFQH294_P_2014	234	D	A	-
EPI657010	duck_Hunan_02_26_YYGQH295_P_2014	234	D	A	-
EPI657018	duck_Hunan_02_26_YYFQH297_P_2014	234	D	A	-
EPI657026	duck_Hunan_02_26_YYGKY298_P_2014	234	D	A	-
EPI657034	duck_Hunan_01_16_YYFQH299_P_2014	234	D	A	-
EPI657042	duck_Hunan_01_16_YYFQH300_P_2014	234	D	A	-
EPI657050	duck_Hunan_01_16_YYFQH302_P_2014	234	D	A	-
EPI657058	duck_Hunan_01_16_YYFQH303_P_2014	234	D	A	-
EPI657066	duck_Hunan_01_16_YYFQH304_P_2014	234	D	A	-
EPI657074	duck_Hunan_01_16_YYFQH305_P_2014	234	D	A	-
EPI657082	duck_Hunan_01_16_YYFQH306_P_2014	234	D	A	-
EPI657090	duck_Hunan_01_16_YYFQH307_P_2014	234	D	A	-
EPI657098	duck_Hunan_02_26_YYFQH308_P_2014	234	D	A	-
EPI657106	duck_Hunan_01_16_YYFQH309_P_2014	234	D	A	-
EPI657114	duck_Hunan_01_16_YYFQH310_P_2014	234	D	A	-
EPI657122	duck_Hunan_02_26_YYFQH311_P_2014	234	D	A	-
EPI657130	duck_Hunan_01_16_YYFQH315_P_2014	234	D	A	-
EPI657138	duck_Hunan_01_16_YYFQH317_P_2014	234	D	A	-
EPI657146	duck_Hunan_01_16_YYFQH318_P_2014	234	D	A	-
EPI657154	duck_Hunan_01_16_YYFQH319_P_2014	234	D	A	-
EPI657162	duck_Hunan_02_26_YYFQH320_P_2014	234	D	A	-
EPI657170	duck_Hunan_12_17_YYGK014_2014	234	D	A	-
EPI657186	environment_Jiangxi_02_10_NCDZT0018_2015	234	D	E	27916476
EPI657194	environment_Jiangxi_02_10_NCDZT018_2015	234	D	E	27916476
EPI657202	chicken_Jilin_04_12_MHK003_O_2015	232	D	A	-
EPI657210	environment_JiangXi_02_10_NCNP0019_2015	234	D	E	27916476
EPI657226	chicken_Jilin_04_25_MHK009_2015	232	D	A	-
EPI657242	environment_Jilin_04_25_MHK011_2015	232	D	E	27916476
EPI657266	chicken_Jilin_04_12_MHK001_O_2015	232	D	A	-
EPI657274	chicken_Jilin_04_12_MHK002_O_2015	232	D	A	-
EPI657290	environment_Jilin_04_25_MHK010_2015	232	D	E	27916476
EPI657298	pigeon_Jilin_04_25_CCHL018_O_2015	234	D	A	27916476
EPI657322	chicken_Jiangxi_04_01_NCDZT0040_O_2015	234	D	A	-
EPI657330	duck_Hunan_12_17_YYGK040_2014	234	D	A	-
EPI657354	duck_Hunan_12_17_YYFQH052_P_2014	234	D	A	-
EPI657362	chicken_Hunan_04_14_YYKG0533_Z_O_2015	234	D	A	-
EPI657370	duck_Hunan_12_17_YYGK056_2014	234	D	A	-
EPI657378	duck_Hunan_12_17_YYGK0057_2014	234	D	A	-
EPI657402	duck_Sichuan_04_27_NBXJ717_2014	234	D	A	-
EPI657410	duck_Sichuan_04_27_NBXJ718_2014	234	D	A	-
EPI657418	duck_Sichuan_04_27_NBXJ71_2014	234	D	A	-
EPI657426	duck_Sichuan_04_27_NBXJ720_2014	234	D	A	-
EPI657434	duck_Sichuan_04_27_NBXJ731_2014	234	D	A	-
EPI657442	duck_Sichuan_04_27_NCXJ073_2014	234	D	A	-
EPI657450	duck_Sichuan_04_27_NBXJ79_2014	234	D	A	-
EPI657458	duck_Hunan_12_17_YYGK079_1_2014	234	D	A	-
EPI657466	duck_Sichuan_04_27_NBXJ713_2014	234	D	A	-
EPI657474	environment_Jilin_04_11_CCHSL012_2015	234	D	E	27916476
EPI657482	duck_Hunan_12_17_YYGK082_2014	234	D	A	-
EPI657498	environment_Jilin_04_25_NA004_2015	234	D	E	27916476
EPI657514	chicken_Yunnan_03_16_DQXYL0034_O_2015	234	D	A	-
EPI657522	chicken_Yunnan_03_16_DQJT0048_O_2015	234	D	A	-
EPI657530	duck_Yunnan_03_16_DQXYL0039_O_2015	234	D	A	-
EPI657538	duck_Yunnan_03_15_DQWGH005_O_2015	234	D	A	-
EPI657546	chicken_Jiangxi_12_05_NCDZT0012_2014	234	D	A	-
EPI657554	chicken_Jiangxi_12_05_NCDZT0020_2014	234	D	A	-
EPI657562	chicken_Jiangxi_12_05_NCDZT0021_2014	234	D	A	-
EPI657570	chicken_Jiangxi_12_05_NCDZT0031_2014	234	D	A	-
EPI657578	chicken_Jiangxi_12_05_NCDZT0032_2014	234	D	A	-
EPI657586	chicken_Jiangxi_12_05_NCDZT0040_2014	234	D	A	-
EPI657594	chicken_Jiangxi_12_05_NCDZT007_2014	234	D	A	-
EPI657602	chicken_Jiangxi_12_05_NCDZT009_2014	234	D	A	-
EPI657610	pigeon_Jilin_04_25_CCHL019_O_2015	232	D	A	27916476
EPI657618	pigeon_Sichuan_04_27_NBXJ743_2014	234	D	A	27916476
EPI657626	environment_Jiangxi_02_10_NCDZT16_2015	234	D	E	27916476
EPI657634	environment_Yunnan_03_15_DQWGH012_2015	234	D	E	27916476
EPI657642	environment_Yunnan_03_15_DQWGH010_2015	234	D	E	27916476
EPI657650	environment_Yunnan_03_15_DQWGH011_2_2015	234	D	E	27916476
EPI657658	environment_Yunnan_03_15_DQWGH014_2015	234	D	E	27916476
EPI657666	environment_Yunnan_03_17_DQJT039_2015	234	D	E	27916476
EPI657674	environment_Yunnan_03_15_DQWGH009_2015	234	D	E	27916476
EPI657682	environment_Yunnan_03_15_DQWGH020_2015	234	D	E	27916476
EPI657690	environment_Yunnan_03_15_DQWGH017_2015	234	D	E	27916476
EPI657698	environment_Yunnan_03_15_DQWGH004_2015	234	D	E	27916476
EPI657706	environment_Yunnan_03_15_DQWGH008_1_2015	234	D	E	27916476
EPI657722	duck_Hunan_12_17_YYFQH0018_Z_P_2014	234	D	A	-
EPI657738	duck_Hunan_12_17_YYGK0063_O_2014	234	D	A	-
EPI657746	duck_Hunan_12_17_YYGK0056_2014	234	D	A	-
EPI657762	duck_Hunan_12_17_YYGK0066_P_2014	234	D	A	-
EPI657802	chicken_Jiangxi_05_06_NCDZT1174_O_2015	234	D	A	-
EPI657810	chicken_Jiangxi_04_01_NCJD0119_O_2015	234	D	A	-
EPI657826	chicken_Jiangxi_04_01_NCJD0010_O_2015	234	D	A	-
EPI657834	chicken_Jiangxi_04_01_NCJD0137_O_2015	234	D	A	-
EPI657842	chicken_Jiangxi_04_01_NCJD0146_O_2015	234	D	A	-
EPI657858	chicken_Jiangxi_04_01_NCDZT0173_P_2015	234	D	A	-
EPI657866	chicken_Jiangxi_04_01_NCDZT0175_P_2015	234	D	A	-
EPI657882	chicken_Jiangxi_04_01_NCDZT0192_P_2015	234	D	A	-
EPI657890	chicken_Jiangxi_04_01_NCDZT0203_P_2015	234	D	A	-
EPI657906	chicken_Jiangxi_04_01_NCDZT0206_P_2015	234	D	A	-
EPI657914	chicken_Jiangxi_04_01_NCDZT0238_P_2015	234	D	A	-
EPI657930	chicken_Jiangxi_04_01_NCDZT0279_P_2015	234	D	A	-
EPI657938	chicken_Jiangxi_04_01_NCDZT0285_P_2015	234	D	A	-
EPI657946	chicken_Jiangxi_04_01_NCDZT0291_P_2015	234	D	A	-
EPI657954	chicken_Jiangxi_04_01_NCDZT0292_P_2015	234	D	A	-
EPI657970	duck_Jiangxi_04_01_NCDZT0312_O_2015	234	D	A	-
EPI657986	duck_Jiangxi_04_01_NCDZT0334_P_2015	234	D	A	-
EPI658007	environment_Yunnan_03_15_DQWGH001_2015	234	D	E	27916476
EPI658031	environment_Yunnan_03_17_DQJT040_2015	234	D	E	27916476
EPI658039	environment_Jiangxi_05_07_NCJD0010D_2015	234	D	E	27916476
EPI658047	environment_Jiangxi_05_07_NCJD0012D_2015	234	D	E	27916476
EPI658063	environment_Jiangxi_05_07_NCJD0017D_2015	234	D	E	27916476
EPI658079	environment_Jiangxi_05_07_NCJD0022D_2015	234	D	E	27916476
EPI658087	environment_Jiangxi_05_07_NCJD0023D_2015	234	D	E	27916476
EPI658095	environment_Jiangxi_05_07_NCJD0027D_2015	234	D	E	27916476
EPI658111	Pigeon_Jiangxi_04_01_NCDZT0347_O_2015	234	D	A	27916476
EPI658127	Pigeon_Jiangxi_04_01_NCDZT0348_O_2015	234	D	A	27916476
EPI658151	Pigeon_Jiangxi_04_01_NCDZT0352_O_2015	234	D	A	27916476
EPI658159	Pigeon_Jiangxi_04_01_NCDZT0353_O_2015	234	D	A	27916476
EPI658183	chicken_Jiangxi_05_06_NCDZT0039B_P_2015	234	D	A	-
EPI658191	chicken_Jiangxi_05_06_NCDZT0003C_P_2015	234	D	A	-
EPI658223	chicken_Jiangxi_04_01_NCDZT0042_O_2015	234	D	A	-
EPI658231	chicken_Jiangxi_05_06_NCDZT0043B_P_2015	234	D	A	-
EPI658263	environment_Jiangxi_05_07_NCJD0052C_2015	234	D	E	27916476
EPI658287	duck_Jiangxi_05_07_NCJD0056P_2015	234	D	A	-
EPI658295	chicken_Jiangxi_05_06_NCDZT0058B_P_2015	234	D	A	-
EPI658311	duck_Jiangxi_05_07_NCJD0061P_2015	234	D	A	-
EPI658335	chicken_Jiangxi_04_01_NCNP0065_Z_O_2015	234	D	A	-
EPI658343	duck_Jiangxi_05_07_NCJD0067P_2015	234	D	A	-
EPI658351	environment_Jiangxi_05_07_NCJD0070C_2015	234	D	E	27916476
EPI658383	environment_Jiangxi_05_07_NCJD0078C_2015	234	D	E	27916476
EPI658463	environment_Jiangxi_05_07_NCJD0095C_2015	234	D	E	27916476
EPI658471	environment_Jiangxi_05_07_NCJD0098C_2015	234	D	E	27916476
EPI658487	environment_Jiangxi_05_07_NCJD0093C_2015	234	D	E	27916476
EPI658495	chicken_Jiangxi_12_05_NCNP006_2014	234	D	A	-
EPI658503	chicken_Hubei_03_06_WHWTZ0115_O_2015	234	D	A	-
EPI658535	duck_Hubei_03_06_WHWTZ0129_P_2015	234	D	A	-
EPI658551	chicken_Hubei_03_06_WHWTZ0148_O_2015	234	D	A	-
EPI658567	duck_Hubei_03_06_WHWTZ0155_P_2015	232	D	A	-
EPI658623	duck_Hubei_03_06_WHWTZ0123_O_2015	234	D	A	-
EPI658639	duck_Hubei_03_06_WHWTZ0124_O_2015	234	D	A	-
EPI658647	duck_HuBei_03_06_WHWTZ0158_P_2015	234	D	A	-
EPI658655	duck_Hubei_03_06_WHWTZ0125_O_2015	234	D	A	-
EPI658663	duck_Hubei_03_06_WHWTZ0130_O_2015	234	D	A	-
EPI658671	duck_Hubei_03_06_WHWTZ0148_O_2015	234	D	A	-
EPI658687	chicken_Yunnan_03_16_DQJT0068_O_2015	234	D	A	-
EPI658695	chicken_Yunnan_03_15_DQXYL0073_O_2015	234	D	A	-
EPI658703	chicken_Yunnan_03_16_DQJT0066_O_2015	234	D	A	-
EPI658711	duck_Yunnan_03_16_DQXYL0013_O_2015	234	D	A	-
EPI658719	duck_Hunan_04_22_LDDX037_P_2015	234	D	A	-
EPI658743	chicken_Yunnan_03_16_DQXYL023_O_2015	234	D	A	-
EPI658751	duck_Yunnan_03_16_DQXYL003_O_2015	234	D	A	-
EPI658759	duck_Yunnan_03_16_DQXYL017_O_2015	234	D	A	-
EPI658767	duck_Yunnan_03_16_DQXYL022_O_2015	234	D	A	-
EPI658775	duck_Hunan_02_07_YYFQH010_P_2015	234	D	A	-
EPI658783	duck_Hunan_01_21_YYFQH010_O_2015	234	D	A	-
EPI658791	duck_Hunan_01_21_YYFQH011_O_2015	234	D	A	-
EPI658807	duck_Hunan_02_07_YYFQHY12Y_O_2015	234	D	A	-
EPI658815	duck_Hunan_01_21_YYFQH012_O_2015	234	D	A	-
EPI658823	duck_Hunan_03_09_YYFQH0047_O_2015	234	D	A	-
EPI658831	duck_Hunan_02_07_YYFQH015_P_2015	234	D	A	-
EPI658839	duck_Hunan_01_21_YYFQH015_O_2015	234	D	A	-
EPI658847	duck_Hunan_01_21_YYFQH016_O_2015	234	D	A	-
EPI658855	duck_Hunan_01_21_YYFQH018_O_2015	234	D	A	-
EPI658863	duck_Hunan_01_21_YYFQH019_P_2015	234	D	A	-
EPI658871	duck_Hunan_02_07_YYFQHY19Y_O_2015	234	D	A	-
EPI658879	duck_Hunan_02_07_YYFQHY20Y_O_2015	234	D	A	-
EPI658887	duck_Hunan_01_21_YYFQH022_O_2015	234	D	A	-
EPI658895	Phalacrocorax_Hubei_01_09_V1_2015	232	W	A	27916476
EPI658903	Phalacrocorax_Hubei_01_09_V4_2015	232	W	A	27916476
EPI658911	Phalacrocorax_Hubei_01_09_V5_2015	234	W	A	27916476
EPI658919	Phalacrocorax_Hubei_01_09_V7_2015	234	W	A	27916476
EPI658927	duck_Hunan_01_21_YYFQH023_O_2015	234	D	A	-
EPI658935	duck_Hunan_01_21_YYFQH024_P_2015	234	D	A	-
EPI658943	duck_Hunan_01_21_YYFQH025_P_2015	234	D	A	-
EPI658951	duck_Hunan_02_07_YYFQH026_O_2015	234	D	A	-
EPI658959	duck_Hunan_01_21_YYFQH027_O_2015	234	D	A	-
EPI658967	duck_Hunan_02_07_YYFQH029_O_2015	234	D	A	-
EPI658975	duck_Hunan_01_21_YYFQH030_O_2015	234	D	A	-
EPI658983	duck_Hunan_01_21_YYFQH032_P_2015	234	D	A	-
EPI658991	duck_Hunan_02_07_YYFQH032_O_2015	234	D	A	-
EPI658999	duck_Hunan_02_07_YYFQH003_P_2015	234	D	A	-
EPI659007	duck_Hunan_01_21_YYFQH003_O_2015	234	D	A	-
EPI659015	duck_Hunan_01_21_YYFQH005_P_2015	234	D	A	-
EPI659023	duck_Hunan_01_21_YYFQH005_O_2015	234	D	A	-
EPI659031	duck_Hunan_02_07_YYFQH006_P_2015	234	D	A	-
EPI659047	duck_Hunan_01_21_YYFQH006_O_2015	234	D	A	-
EPI659055	duck_Hunan_01_21_YYFQH007_O_2015	234	D	A	-
EPI659063	chicken_Hunan_04_14_YYXS0835_O_2015	234	D	A	-
EPI659079	duck_Hunan_01_21_YYFQH009_O_2015	234	D	A	-
EPI659087	environment_Yunnan_03_16_DQXYL0053_Z_O_2015	234	D	E	27916476
EPI659095	chicken_Yunnan_03_15_DQJT0054_Z_P_2015	234	D	A	-
EPI659103	chicken_Yunnan_03_16_DQXYL0063_Z_O_2015	234	D	A	-
EPI659111	environment_Yunnan_03_17_DQJT0015_2015	234	D	E	27916476
EPI659159	duck_Yunnan_03_15_DQXYL007_Z_O_2015	234	D	A	-
EPI659167	environment_Yunnan_03_15_DQWGH008_Z_2015	234	D	E	27916476
EPI659175	environment_Yunnan_03_16_DQXYL0027_2015	234	D	E	27916476
EPI659207	environment_Yunnan_03_16_DQXYL0032_2015	234	D	E	27916476
EPI659215	chicken_Yunnan_03_17_DQJT0041_O_2015	234	D	A	-
EPI659223	chicken_Yunnan_03_16_DQXYL0044_O_2015	234	D	A	-
EPI659231	chicken_Yunnan_03_16_DQXYL0050_O_2015	234	D	A	-
EPI659239	environment_Yunnan_03_17_DQJT0051_P_2015	234	D	E	27916476
EPI659247	chicken_Yunnan_03_16_DQXYL0052_O_2015	234	D	A	-
EPI659263	chicken_Yunnan_03_16_DQXYL057_O_2015	234	D	A	-
EPI659287	chicken_Yunnan_03_16_DQJT069_O_2015	234	D	A	-
EPI659295	Anser_fabalis_Hunan_03_09_YYDTH0007_2015	234	W	A	27916476
EPI659311	environment_Hunan_04_14_YYGK391_2015	234	D	E	27916476
EPI659319	environment_Hunan_04_14_YYGK0393_1_2015	234	D	E	27916476
EPI659367	duck_Hunan_04_14_YYGK460_O_2015	234	D	A	-
EPI659375	duck_Hunan_04_14_YYGK464_O_2015	234	D	A	-
EPI659391	duck_Hunan_04_14_YYGK468_O_2015	234	D	A	-
EPI659455	chicken_Hunan_04_14_YYGK607_P_2015	234	D	A	-
EPI659511	duck_Hunan_04_14_YYXS877_P_2015	234	D	A	-
EPI659519	duck_Hunan_04_14_YYGK0878_P_2015	234	D	A	-
EPI659551	chicken_Shandong_01_20_FZ_CK_2013	7	D	A	-
EPI659559	duck_Shandong_11_14_DL_DKd11_2013	234	D	A	-
EPI659567	chicken_Shandong_12_05_HK_CK_2013	7	D	A	-
EPI659575	goose_Shandong_11_02_CQ_GS_2014	234	D	A	-
EPI659583	chicken_Shandong_12_03_YCK_2014	232	D	A	-
EPI659591	goose_Shandong_12_05_YG_GS_2014	234	D	A	-
EPI659599	goose_Shandong_12_08_YG_GS_2014	234	D	A	-
EPI659607	environment_Sichuan_12_11_CDLQ010_2014	232	D	E	27916476
EPI659615	goose_Shandong_05_23_DT_GS_2014	234	D	A	-
EPI659623	goose_Shandong_GD_GS_2014	234	D	A	-
EPI659631	goose_Shandong_01_01_JY_GS_2015	234	D	A	-
EPI659639	goose_Shandong_01_07_JQ_GS_2015	234	D	A	-
EPI659655	goose_Shandong_02_16_YG_GS_2015	234	D	A	-
EPI659663	chicken_Jiangsu_03_17_WX006_P_2015	232	D	A	-
EPI659743	duck_Guangdong_03_26_DGCPLB021_O_2015	234	D	A	-
EPI659751	duck_Guangdong_03_26_DGCP066_O_2015	234	D	A	-
EPI659775	duck_Guangdong_03_26_DGCP074_O_2015	234	D	A	-
EPI659783	duck_Guangdong_03_26_DGCP079_O_2015	234	D	A	-
EPI659791	duck_Guangdong_03_26_DGCP080_O_2015	234	D	A	-
EPI659799	duck_Guangdong_03_26_DGCP076_O_2015	234	D	A	-
EPI659815	duck_Guangdong_03_26_DGCPLB020_P_2015	234	D	A	-
EPI659831	duck_Guangdong_03_26_DGCP709_P_2015	234	D	A	-
EPI659839	duck_Guangdong_03_26_DGCPLB022_P_2015	234	D	A	-
EPI659847	duck_Guangdong_03_26_DGCPLB023_P_2015	234	D	A	-
EPI659855	duck_Guangdong_03_26_DGCPLB019_P_2015	234	D	A	-
EPI659863	duck_Guangdong_03_26_DGCP078_P_2015	234	D	A	-
EPI659871	duck_Guangdong_03_26_DGCPLB009_O_2015	234	D	A	-
EPI659887	duck_Guangdong_03_26_DGCPLB007_P_2015	234	D	A	-
EPI659911	duck_Guangdong_03_26_DGCP080_P_2015	234	D	A	-
EPI659919	goose_Shandong_04_22_GT_2015	234	D	A	-
EPI659935	duck_Guangdong_03_26_DGCP081_P_2015	234	D	A	-
EPI659943	duck_Guangdong_03_26_DGCP078_O_2015	234	D	A	-
EPI659951	duck_Guangdong_03_26_DGCP084_P_2015	234	D	A	-
EPI659959	duck_Guangdong_03_26_DGCP061_P_2015	234	D	A	-
EPI660007	goose_Guangdong_04_22_DGCP117_O_2015	234	D	A	-
EPI660015	duck_Guangdong_04_23_DGQTXC229_O_2015	234	D	A	-
EPI660023	duck_Guangdong_04_22_DGCP068_O_2015	234	D	A	-
EPI660039	duck_Guangdong_04_23_DGQTSJ150_O_2015	234	D	A	-
EPI660063	duck_Guangdong_04_23_DGQTXC202_O_2015	234	D	A	-
EPI660071	duck_Guangdong_04_22_DGCP069_O_2015	234	D	A	-
EPI660111	goose_Guangdong_04_22_DGCP106_O_2015	234	D	A	-
EPI660127	duck_Guangdong_04_23_DGQTXC203_O_2015	234	D	A	-
EPI660191	duck_Guangdong_04_22_DGCPLB018_O_2015	234	D	A	-
EPI660207	duck_Guangdong_04_22_DGCPLB022_O_2015	234	D	A	-
EPI660223	duck_Guangdong_04_23_DGQTXC229_P_2015	234	D	A	-
EPI660231	duck_Guangdong_04_23_DGQTSJ145_O_2015	234	D	A	-
EPI660239	duck_Guangdong_04_23_DGQTXC231_O_2015	234	D	A	-
EPI660263	duck_Jiangsu_12_18_NJLH1270_P_2014	232	D	A	-
EPI660279	duck_Guangdong_04_23_DGQTXC226_O_2015	234	D	A	-
EPI660287	duck_Guangdong_04_22_DGCP061_O_2015	234	D	A	-
EPI660295	environment_Guangdong_04_22_DGCP027_2015	234	D	E	27916476
EPI660303	goose_Guangdong_04_22_DGCP120_P_2015	234	D	A	-
EPI660351	duck_Guangdong_04_22_DGCP079_O_2015	234	D	A	-
EPI660367	duck_Guangdong_04_22_DGCPLB020_O_2015	234	D	A	-
EPI660391	duck_Guangdong_04_22_DGCP071_O_2015	234	D	A	-
EPI660423	duck_Guangdong_04_22_DGCP062_O_2015	234	D	A	-
EPI660431	goose_Guangdong_04_22_DGCPLB045_O_2015	234	D	A	-
EPI660439	chicken_Jiangsu_12_22_TCCX035_P_2014	232	D	A	-
EPI660447	duck_Guangdong_04_23_DGQTXC228_O_2015	234	D	A	-
